,sentence,table,location,month
5564,there are 712 total cases in cruise ship .,total confirmed,cruise ship,march
5565,there are 712 cases in cruise ship .,total confirmed,cruise ship,march
5566,there are 0 total confirmed cases in cuba in january.,total confirmed,cuba,january
5567,there are 0 confirmed cases in cuba in january.,total confirmed,cuba,january
5568,there are 0 total cases in cuba in january.,total confirmed,cuba,january
5569,there are 0 cases in cuba in january.,total confirmed,cuba,january
5570,there are 0 total confirmed cases in cuba in february.,total confirmed,cuba,february
5571,there are 0 confirmed cases in cuba in february.,total confirmed,cuba,february
5572,there are 0 total cases in cuba in february.,total confirmed,cuba,february
5573,there are 0 cases in cuba in february.,total confirmed,cuba,february
5574,there are 21 total confirmed cases in cuba in march.,total confirmed,cuba,march
5575,there are 21 confirmed cases in cuba in march.,total confirmed,cuba,march
5576,there are 21 total cases in cuba in march.,total confirmed,cuba,march
5577,there are 21 total confirmed cases in cuba .,total confirmed,cuba,march
5578,there are 21 cases in cuba in march.,total confirmed,cuba,march
5579,there are 21 confirmed cases in cuba .,total confirmed,cuba,march
5580,there are 21 total cases in cuba .,total confirmed,cuba,march
5581,there are 21 cases in cuba .,total confirmed,cuba,march
5582,there are 0 total confirmed cases in cyprus in january.,total confirmed,cyprus,january
5583,there are 0 confirmed cases in cyprus in january.,total confirmed,cyprus,january
5584,there are 0 total cases in cyprus in january.,total confirmed,cyprus,january
5585,there are 0 cases in cyprus in january.,total confirmed,cyprus,january
5586,there are 0 total confirmed cases in cyprus in february.,total confirmed,cyprus,february
5587,there are 0 confirmed cases in cyprus in february.,total confirmed,cyprus,february
5588,there are 0 total cases in cyprus in february.,total confirmed,cyprus,february
5589,there are 0 cases in cyprus in february.,total confirmed,cyprus,february
5590,there are 84 total confirmed cases in cyprus in march.,total confirmed,cyprus,march
5591,there are 84 confirmed cases in cyprus in march.,total confirmed,cyprus,march
5592,there are 84 total cases in cyprus in march.,total confirmed,cyprus,march
5593,there are 84 total confirmed cases in cyprus .,total confirmed,cyprus,march
5594,there are 84 cases in cyprus in march.,total confirmed,cyprus,march
5595,there are 84 confirmed cases in cyprus .,total confirmed,cyprus,march
5596,there are 84 total cases in cyprus .,total confirmed,cyprus,march
5597,there are 84 cases in cyprus .,total confirmed,cyprus,march
5598,there are 0 total confirmed cases in czechia in january.,total confirmed,czechia,january
5599,there are 0 confirmed cases in czechia in january.,total confirmed,czechia,january
5600,there are 0 total cases in czechia in january.,total confirmed,czechia,january
5601,there are 0 cases in czechia in january.,total confirmed,czechia,january
5602,there are 0 total confirmed cases in czechia in february.,total confirmed,czechia,february
5603,there are 0 confirmed cases in czechia in february.,total confirmed,czechia,february
5604,there are 0 total cases in czechia in february.,total confirmed,czechia,february
5605,there are 0 cases in czechia in february.,total confirmed,czechia,february
5606,there are 995 total confirmed cases in czechia in march.,total confirmed,czechia,march
5607,there are 995 confirmed cases in czechia in march.,total confirmed,czechia,march
5608,there are 995 total cases in czechia in march.,total confirmed,czechia,march
5609,there are 995 total confirmed cases in czechia .,total confirmed,czechia,march
5610,there are 995 cases in czechia in march.,total confirmed,czechia,march
5611,there are 995 confirmed cases in czechia .,total confirmed,czechia,march
5612,there are 995 total cases in czechia .,total confirmed,czechia,march
5613,there are 995 cases in czechia .,total confirmed,czechia,march
5614,there are 0 total confirmed cases in denmark in january.,total confirmed,denmark,january
5615,there are 0 confirmed cases in denmark in january.,total confirmed,denmark,january
5616,there are 0 total cases in denmark in january.,total confirmed,denmark,january
5617,there are 0 cases in denmark in january.,total confirmed,denmark,january
5618,there are 3 total confirmed cases in denmark in february.,total confirmed,denmark,february
5619,there are 3 confirmed cases in denmark in february.,total confirmed,denmark,february
5620,there are 3 total cases in denmark in february.,total confirmed,denmark,february
5621,there are 3 cases in denmark in february.,total confirmed,denmark,february
5622,there are 1420 total confirmed cases in denmark in march.,total confirmed,denmark,march
5623,there are 1420 confirmed cases in denmark in march.,total confirmed,denmark,march
5624,there are 1420 total cases in denmark in march.,total confirmed,denmark,march
5625,there are 1420 total confirmed cases in denmark .,total confirmed,denmark,march
5626,there are 1420 cases in denmark in march.,total confirmed,denmark,march
5627,there are 1420 confirmed cases in denmark .,total confirmed,denmark,march
5628,there are 1420 total cases in denmark .,total confirmed,denmark,march
5629,there are 1420 cases in denmark .,total confirmed,denmark,march
5630,there are 0 total confirmed cases in dominican republic in january.,total confirmed,dominican republic,january
5631,there are 0 confirmed cases in dominican republic in january.,total confirmed,dominican republic,january
5632,there are 0 total cases in dominican republic in january.,total confirmed,dominican republic,january
5633,there are 0 cases in dominican republic in january.,total confirmed,dominican republic,january
5634,there are 0 total confirmed cases in dominican republic in february.,total confirmed,dominican republic,february
5635,there are 0 confirmed cases in dominican republic in february.,total confirmed,dominican republic,february
5636,there are 0 total cases in dominican republic in february.,total confirmed,dominican republic,february
5637,there are 0 cases in dominican republic in february.,total confirmed,dominican republic,february
5638,there are 112 total confirmed cases in dominican republic in march.,total confirmed,dominican republic,march
5639,there are 112 confirmed cases in dominican republic in march.,total confirmed,dominican republic,march
5640,there are 112 total cases in dominican republic in march.,total confirmed,dominican republic,march
5641,there are 112 total confirmed cases in dominican republic .,total confirmed,dominican republic,march
5642,there are 112 cases in dominican republic in march.,total confirmed,dominican republic,march
5643,there are 112 confirmed cases in dominican republic .,total confirmed,dominican republic,march
5644,there are 112 total cases in dominican republic .,total confirmed,dominican republic,march
5645,there are 112 cases in dominican republic .,total confirmed,dominican republic,march
5646,there are 0 total confirmed cases in ecuador in january.,total confirmed,ecuador,january
5647,there are 0 confirmed cases in ecuador in january.,total confirmed,ecuador,january
5648,there are 0 total cases in ecuador in january.,total confirmed,ecuador,january
5649,there are 0 cases in ecuador in january.,total confirmed,ecuador,january
5650,there are 0 total confirmed cases in ecuador in february.,total confirmed,ecuador,february
5651,there are 0 confirmed cases in ecuador in february.,total confirmed,ecuador,february
5652,there are 0 total cases in ecuador in february.,total confirmed,ecuador,february
5653,there are 0 cases in ecuador in february.,total confirmed,ecuador,february
5654,there are 506 total confirmed cases in ecuador in march.,total confirmed,ecuador,march
5655,there are 506 confirmed cases in ecuador in march.,total confirmed,ecuador,march
5656,there are 506 total cases in ecuador in march.,total confirmed,ecuador,march
5657,there are 506 total confirmed cases in ecuador .,total confirmed,ecuador,march
5658,there are 506 cases in ecuador in march.,total confirmed,ecuador,march
5659,there are 506 confirmed cases in ecuador .,total confirmed,ecuador,march
5660,there are 506 total cases in ecuador .,total confirmed,ecuador,march
5661,there are 506 cases in ecuador .,total confirmed,ecuador,march
5662,there are 0 total confirmed cases in egypt in january.,total confirmed,egypt,january
5663,there are 0 confirmed cases in egypt in january.,total confirmed,egypt,january
5664,there are 0 total cases in egypt in january.,total confirmed,egypt,january
5665,there are 0 cases in egypt in january.,total confirmed,egypt,january
5666,there are 1 total confirmed cases in egypt in february.,total confirmed,egypt,february
5667,there are 1 confirmed cases in egypt in february.,total confirmed,egypt,february
5668,there are 1 total cases in egypt in february.,total confirmed,egypt,february
5669,there are 1 cases in egypt in february.,total confirmed,egypt,february
5670,there are 294 total confirmed cases in egypt in march.,total confirmed,egypt,march
5671,there are 294 confirmed cases in egypt in march.,total confirmed,egypt,march
5672,there are 294 total cases in egypt in march.,total confirmed,egypt,march
5673,there are 294 total confirmed cases in egypt .,total confirmed,egypt,march
